DATE,FII_Net_Purchase_Sales,DII_Net_Purchase_Sales,Total_Net
01-Apr-22,"1,909.80",-183.8,1726.0
31-Mar-22,"3,088.70","1,145.30",4234.0
30-Mar-22,"1,357.50","1,216",2573.5
29-Mar-22,35.5,"1,713.30",1748.8
28-Mar-22,-801.4,"1,161.70",360.30000000000007
25-Mar-22,"-1,507.40","1,373",-134.4000000000001
24-Mar-22,"-1,740.70","2,091.10",350.39999999999986
23-Mar-22,481.3,-294.2,187.10000000000002
22-Mar-22,384.5,-602,-217.5
21-Mar-22,"-2,962.10",252.9,-2709.2
17-Mar-22,"2,800.10",-678.4,2121.7
16-Mar-22,312,772.6,1084.6
15-Mar-22,"-1,249.70",98.2,-1151.5
14-Mar-22,-176.5,"1,098.60",922.0999999999999
11-Mar-22,"-2,263.90","1,686.80",-577.1000000000001
10-Mar-22,"-1,981.20",945.7,-1035.5
09-Mar-22,"-4,818.70","3,275.90",-1542.7999999999997
08-Mar-22,"-8,142.60","6,489.60",-1653.0
07-Mar-22,"-7,482.10","5,331",-2151.1000000000004
04-Mar-22,"-7,631","4,739",-2892.0
03-Mar-22,"-6,644.60","4,799.20",-1845.4000000000005
02-Mar-22,"-4,338.90","3,061.70",-1277.1999999999998
28-Feb-22,"-3,948.50","4,142.80",194.30000000000018
25-Feb-22,"-4,470.70","4,318.20",-152.5
24-Feb-22,"-6,448.20","7,667.80",1219.6000000000004
23-Feb-22,"-3,417.20","3,024.40",-392.7999999999997
22-Feb-22,"-3,245.50","4,108.60",863.1000000000004
21-Feb-22,"-2,261.90","2,392.80",130.9000000000001
18-Feb-22,"-2,530","1,929.10",-600.9000000000001
17-Feb-22,"-1,242.10",901.1,-340.9999999999999
16-Feb-22,"-1,891","1,180.10",-710.9000000000001
15-Feb-22,"-2,298.80","4,411.60",2112.8
14-Feb-22,"-4,253.70","2,170.30",-2083.3999999999996
11-Feb-22,108.5,-696.9,-588.4
10-Feb-22,"-1,732.60","2,727.20",994.5999999999999
09-Feb-22,-892.6,"1,793.40",900.8000000000001
08-Feb-22,"-1,967.90","1,115",-852.9000000000001
07-Feb-22,"-1,157.20","-1,376.50",-2533.7
04-Feb-22,"-2,267.90",622,-1645.9
03-Feb-22,"-1,597.50",-370.6,-1968.1
02-Feb-22,-183.6,426,242.4
01-Feb-22,-21.8,"1,597.70",1575.9
31-Jan-22,"-3,624.50","3,648.60",24.09999999999991
28-Jan-22,"-5,045.30","3,358.70",-1686.6000000000004
27-Jan-22,"-6,266.80","2,881.30",-3385.5
25-Jan-22,"-7,094.50","4,534.50",-2560.0
24-Jan-22,"-3,751.60",74.9,-3676.7
21-Jan-22,"-3,148.60",269.4,-2879.2
20-Jan-22,"-4,679.80",769.3,-3910.5
19-Jan-22,"-2,704.80",-195.1,-2899.9
18-Jan-22,"-1,255",-220.2,-1475.2
17-Jan-22,-855.5,-115.3,-970.8
14-Jan-22,"-1,598.20",371.4,-1226.8000000000002
13-Jan-22,"-1,390.80","1,065.30",-325.5
12-Jan-22,"-1,001.60","1,332",330.4
11-Jan-22,111.9,378.7,490.6
10-Jan-22,-124.2,481.6,357.40000000000003
07-Jan-22,496.3,-115.7,380.6
06-Jan-22,"-1,926.80",800.9,-1125.9
05-Jan-22,336.8,"1,272",1608.8
04-Jan-22,"1,273.90",533,1806.9
03-Jan-22,902.6,803.1,1705.7
31-Dec-21,575.4,"1,165.60",1741.0
30-Dec-21,-986.3,577.7,-408.5999999999999
29-Dec-21,-975.2,"1,006.90",31.699999999999932
28-Dec-21,207.3,567.5,774.8
27-Dec-21,"-1,038.20",955.8,-82.40000000000009
24-Dec-21,-715,-43.2,-758.2
23-Dec-21,-271.6,"1,196.50",924.9
22-Dec-21,-827.3,"1,593.40",766.1000000000001
21-Dec-21,"-1,209.80","1,404.90",195.10000000000014
20-Dec-21,"-3,565.40","2,764",-801.4000000000001
17-Dec-21,"-2,069.90","1,478.50",-591.4000000000001
16-Dec-21,"-1,468.70","1,533.20",64.5
15-Dec-21,"-3,407","1,553",-1854.0
14-Dec-21,-763.2,425.4,-337.80000000000007
13-Dec-21,"-2,743.40","1,351",-1392.4
10-Dec-21,"-1,092.40",386.6,-705.8000000000001
09-Dec-21,"-1,585.60",782.8,-802.8
08-Dec-21,-579.3,"1,735.50",1156.2
07-Dec-21,"-2,585","2,605.80",20.800000000000182
06-Dec-21,"-3,361.30","1,701.60",-1659.7000000000003
03-Dec-21,"-3,356.20","1,648.80",-1707.3999999999999
02-Dec-21,-909.7,"1,372.60",462.89999999999986
01-Dec-21,"-2,765.80","3,467",701.1999999999998
30-Nov-21,"-5,445.20","5,350.20",-95.0
29-Nov-21,"-3,332.20","4,611.40",1279.1999999999998
26-Nov-21,"-5,785.80","2,294.10",-3491.7000000000003
25-Nov-21,"-2,300.60","1,367.80",-932.8
24-Nov-21,"-5,122.60","3,809.60",-1313.0000000000005
23-Nov-21,"-4,477.10","1,412",-3065.1000000000004
22-Nov-21,"-3,438.80","2,051.20",-1387.6000000000004
18-Nov-21,"-3,930.60","1,885.70",-2044.8999999999999
17-Nov-21,-344.4,-61.1,-405.5
16-Nov-21,-560.7,577.3,16.59999999999991
15-Nov-21,424.7,"1,524.70",1949.4
12-Nov-21,511.1,851.4,1362.5
11-Nov-21,"-1,637.50",445.8,-1191.7
10-Nov-21,-469.5,767,297.5
09-Nov-21,"-2,445.20","1,417.60",-1027.6
08-Nov-21,-860.6,"1,911.80",1051.1999999999998
04-Nov-21,-328.1,38.2,-289.90000000000003
03-Nov-21,-401.5,195.6,-205.9
02-Nov-21,244.9,-6,238.9
01-Nov-21,-202.1,116,-86.1
29-Oct-21,"-5,142.60","4,342.50",-800.1000000000004
28-Oct-21,"-3,818.50",836.6,-2981.9
27-Oct-21,"-1,913.40",472.5,-1440.9
26-Oct-21,"-2,368.70","1,385.40",-983.2999999999997
25-Oct-21,"-2,459.10","2,390.20",-68.90000000000009
22-Oct-21,"-2,697.70","1,030",-1667.6999999999998
21-Oct-21,"-2,818.90",428.4,-2390.5
20-Oct-21,"-1,843.10","-1,680.70",-3523.8
19-Oct-21,-505.8,"-2,578.20",-3084.0
18-Oct-21,512.4,"-1,703.90",-1191.5
14-Oct-21,"1,681.60","-1,750.60",-69.0
13-Oct-21,937.3,-431.7,505.59999999999997
12-Oct-21,-278.3,-741.2,-1019.5
11-Oct-21,"-1,303.20",-373.3,-1676.5
08-Oct-21,-64,-168.2,-232.2
07-Oct-21,"-1,764.20","2,528.60",764.3999999999999
06-Oct-21,-802.8,-998.7,-1801.5
05-Oct-21,"-1,915.10","1,868.20",-46.899999999999864
04-Oct-21,860.5,228.1,1088.6
01-Oct-21,131.4,-613.1,-481.70000000000005
30-Sep-21,"-2,225.60",97.2,-2128.4
29-Sep-21,"-1,446","3,262.20",1816.1999999999998
28-Sep-21,"-1,957.70",161.4,-1796.3
27-Sep-21,-594.6,"1,397.70",803.1
24-Sep-21,442.5,-515.8,-73.29999999999995
23-Sep-21,357.9,"1,173.10",1531.0
22-Sep-21,"-1,943.30","1,850",-93.29999999999995
21-Sep-21,"1,041.90","2,167.60",3209.5
20-Sep-21,92.5,"-1,626.60",-1534.1
17-Sep-21,"1,552.60","-1,398.60",154.0
16-Sep-21,"1,621.90",-795.1,826.8000000000001
15-Sep-21,232.8,167.7,400.5
14-Sep-21,"1,649.60",-310.3,1339.3
13-Sep-21,"1,419.30",-559.6,859.6999999999999
09-Sep-21,423.4,704.2,1127.6
08-Sep-21,-802.5,0.6,-801.9
07-Sep-21,-145.4,-136.6,-282.0
06-Sep-21,-589.4,547.3,-42.10000000000002
03-Sep-21,768.6,668.6,1437.2
02-Sep-21,348.5,381.7,730.2
01-Sep-21,666.7,"-1,287.90",-621.2
31-Aug-21,"3,881.20","-1,872.40",2008.7999999999997
30-Aug-21,"1,202.80",688.8,1891.6
27-Aug-21,-778.8,"1,646.20",867.4000000000001
26-Aug-21,"-1,974.50","1,055.20",-919.3
25-Aug-21,"-1,071.80",-151.4,-1223.2
24-Aug-21,"-1,644.90","2,380",735.0999999999999
23-Aug-21,"-1,363.40","1,452.50",89.09999999999991
20-Aug-21,"-2,287",119.3,-2167.7
18-Aug-21,-595.3,-729.5,-1324.8
17-Aug-21,-343.7,266.4,-77.30000000000001
16-Aug-21,"-1,088.30",506.2,-582.0999999999999
13-Aug-21,819.8,149.5,969.3
12-Aug-21,-212.1,307.8,95.70000000000002
11-Aug-21,238.1,206.3,444.4
10-Aug-21,-178.5,689,510.5
09-Aug-21,211.9,-716.2,-504.30000000000007
06-Aug-21,-69.4,-631,-700.4
05-Aug-21,-719.9,731.9,12.0
04-Aug-21,"2,828.60",-411.4,2417.2
03-Aug-21,"2,116.60",-298.5,1818.1
02-Aug-21,"-1,539.90","1,505.80",-34.100000000000136
30-Jul-21,"-3,848.30","2,956.70",-891.6000000000004
29-Jul-21,-866.3,"2,047",1180.7
28-Jul-21,"-2,274.80",921.4,-1353.4
27-Jul-21,"-1,459.10",730,-729.0999999999999
26-Jul-21,"-2,376.80","1,551.30",-825.5000000000002
23-Jul-21,-163.3,"2,187.80",2024.5000000000002
22-Jul-21,-247.6,942.6,695.0
20-Jul-21,"-2,835",873.1,-1961.9
19-Jul-21,"-2,198.70","1,047.70",-1150.9999999999998
16-Jul-21,-466.3,666.1,199.8
15-Jul-21,-264.8,439.4,174.59999999999997
14-Jul-21,"-1,304","1,335.90",31.90000000000009
13-Jul-21,113.8,344.2,458.0
12-Jul-21,-746,447.4,-298.6
09-Jul-21,"-1,124.60",106.6,-1017.9999999999999
08-Jul-21,-554.9,-949.2,-1504.1
07-Jul-21,532.9,-231.8,301.09999999999997
06-Jul-21,-543.3,521.3,-22.0
05-Jul-21,-338.4,645.6,307.20000000000005
02-Jul-21,-982.8,930.4,-52.39999999999998
01-Jul-21,"-1,245.30",880.6,-364.69999999999993
30-Jun-21,"-1,646.70","1,520.20",-126.5
29-Jun-21,116.6,"1,810",1926.6
28-Jun-21,"-1,658.70","1,277.10",-381.60000000000014
25-Jun-21,-678.8,"1,832.80",1154.0
24-Jun-21,"-2,890.90","1,138.80",-1752.1000000000001
23-Jun-21,"3,156.50","1,317.20",4473.7
22-Jun-21,"-1,027.90",302.4,-725.5000000000001
21-Jun-21,"-1,244.70",138.1,-1106.6000000000001
18-Jun-21,"2,680.60",446.2,3126.7999999999997
17-Jun-21,-879.7,45.2,-834.5
16-Jun-21,-870.3,-874.2,-1744.5
15-Jun-21,633.7,-649.3,-15.599999999999909
14-Jun-21,-503.5,544.3,40.799999999999955
11-Jun-21,18.6,666.4,685.0
10-Jun-21,"1,329.70",-575.2,754.5
09-Jun-21,-846.4,-271.7,-1118.1
08-Jun-21,"1,422.70","-1,627",-204.29999999999995
07-Jun-21,-186.5,984,797.5
04-Jun-21,"1,499.40","-1,175",324.4000000000001
03-Jun-21,"1,079.20",-279,800.2
02-Jun-21,921.1,241.8,1162.9
01-Jun-21,-449.9,230.5,-219.39999999999998
31-May-21,"2,412.40",179.8,2592.2000000000003
28-May-21,913.6,"1,275.20",2188.8
27-May-21,-660.9,112.4,-548.5
26-May-21,241.6,-438.6,-197.00000000000003
25-May-21,959.8,-563.6,396.19999999999993
24-May-21,585.4,-707.7,-122.30000000000007
21-May-21,510.2,649.1,1159.3
20-May-21,71,-876.1,-805.1
19-May-21,-697.8,-852.5,-1550.3
18-May-21,618.5,449.5,1068.0
17-May-21,"-2,255.80","1,948.50",-307.3000000000002
14-May-21,"-2,607.80",613.3,-1994.5000000000002
12-May-21,"-1,260.60",-704.4,-1965.0
11-May-21,-336,-676.7,-1012.7
10-May-21,583.7,-476.3,107.40000000000003
07-May-21,"-1,142.80","1,468.10",325.29999999999995
06-May-21,"1,222.60",-632.5,590.0999999999999
05-May-21,"-1,110.50",-240.6,-1351.1
04-May-21,"-1,772.40",987.3,-785.1000000000001
03-May-21,"-2,289.50",552.9,-1736.6
30-Apr-21,"-3,465.10","1,419.30",-2045.8
29-Apr-21,809.4,-942.4,-133.0
28-Apr-21,766,436.2,1202.2
27-Apr-21,"-1,454.80","1,463.40",8.600000000000136
26-Apr-21,"-1,111.90","1,022.60",-89.30000000000007
23-Apr-21,"-1,360.80","1,695.60",334.79999999999995
22-Apr-21,-909.6,850,-59.60000000000002
20-Apr-21,"-1,082.30","1,323",240.70000000000005
19-Apr-21,"-1,633.70","2,355.60",721.8999999999999
16-Apr-21,437.5,657.6,1095.1
15-Apr-21,979.7,-526.6,453.1
13-Apr-21,-730.8,243.8,-486.99999999999994
12-Apr-21,"-1,746.40",232.8,-1513.6000000000001
09-Apr-21,-653.5,-271.3,-924.8
08-Apr-21,110.8,552.8,663.5999999999999
07-Apr-21,227.4,381.1,608.5
06-Apr-21,"-1,092.80",416.6,-676.1999999999999
05-Apr-21,-931.7,75.5,-856.2
01-Apr-21,149.4,-296.8,-147.4
31-Mar-21,"-1,685.90","2,081.50",395.5999999999999
30-Mar-21,769.5,"2,181",2950.5
26-Mar-21,-50.1,"1,703.10",1653.0
25-Mar-21,"-3,383.60","2,267.70",-1115.9
24-Mar-21,"-1,951.90",612.8,-1339.1000000000001
23-Mar-21,-108.2,-529.7,-637.9000000000001
22-Mar-21,-787,542.7,-244.29999999999995
19-Mar-21,"1,418.40",559.6,1978.0
18-Mar-21,"1,258.50","-1,116.20",142.29999999999995
17-Mar-21,"2,625.80",-562.2,2063.6000000000004
16-Mar-21,"1,692.30","-1,168.60",523.7
15-Mar-21,"-1,101.40",-749.7,-1851.1000000000001
12-Mar-21,-942.6,-163.9,-1106.5
10-Mar-21,-15.7,447.7,432.0
09-Mar-21,"2,801.90","1,250.20",4052.1000000000004
08-Mar-21,"-1,494.50",483.6,-1010.9
05-Mar-21,"-2,014.20","-1,191.20",-3205.4
04-Mar-21,-223.1,-788.2,-1011.3000000000001
03-Mar-21,"2,088.70",392.9,2481.6
02-Mar-21,"2,223.20",-854,1369.1999999999998
01-Mar-21,125.2,-194.9,-69.7
26-Feb-21,"-8,295.20","1,499.70",-6795.500000000001
25-Feb-21,188.1,-746.6,-558.5
24-Feb-21,"28,739.20",230.4,28969.600000000002
23-Feb-21,"-1,569",216.7,-1352.3
22-Feb-21,-893.2,-919.9,-1813.1
19-Feb-21,118.8,"-1,175",-1056.2
18-Feb-21,903.1,"-1,217.30",-314.19999999999993
17-Feb-21,"1,008.20","-1,283.40",-275.20000000000005
16-Feb-21,"1,144.10","-1,559.50",-415.4000000000001
15-Feb-21,"1,234.20","-1,048.60",185.60000000000014
12-Feb-21,-37.3,-597.6,-634.9
11-Feb-21,944.4,-707.7,236.69999999999993
10-Feb-21,"1,787","-2,075.70",-288.6999999999998
09-Feb-21,"1,300.60","-1,756.20",-455.60000000000014
08-Feb-21,"1,876.60",-504.9,1371.6999999999998
05-Feb-21,"1,461.70","-1,418.60",43.100000000000136
04-Feb-21,"1,936.70",-768.6,1168.1
03-Feb-21,"2,520.90",-399.7,2121.2000000000003
02-Feb-21,"6,181.60","-2,035.20",4146.400000000001
01-Feb-21,"1,494.20",-90.5,1403.7
29-Jan-21,"-5,930.70","2,443.20",-3487.5
28-Jan-21,"-3,712.50","1,736.90",-1975.6
27-Jan-21,"-1,688.20",-3.4,-1691.6000000000001
25-Jan-21,-765.3,-387.8,-1153.1
22-Jan-21,-635.7,"-1,290.40",-1926.1000000000001
21-Jan-21,"1,614.70","-1,039.50",575.2
20-Jan-21,"2,289",-864.6,1424.4
19-Jan-21,257.6,-199.3,58.30000000000001
18-Jan-21,650.6,-42.5,608.1
15-Jan-21,971.1,-942.1,29.0
14-Jan-21,"1,076.60",-188.1,888.4999999999999
13-Jan-21,"1,879.10","-2,370.20",-491.0999999999999
12-Jan-21,571.5,"-1,334.50",-763.0
11-Jan-21,"3,138.90","-2,610.10",528.8000000000002
08-Jan-21,"6,029.80","-2,372.50",3657.3
07-Jan-21,382.3,-989.5,-607.2
06-Jan-21,-483.6,-380.4,-864.0
05-Jan-21,986.3,-490,496.29999999999995
04-Jan-21,"1,843.20",-715.2,1128.0
01-Jan-21,506.2,69.4,575.6
31-Dec-20,"1,135.60",-257.6,877.9999999999999
30-Dec-20,"1,824.50",-587.4,1237.1
29-Dec-20,"2,349.50","-2,010.50",339.0
28-Dec-20,"1,588.90","-1,386.60",202.30000000000018
24-Dec-20,"1,225.70","-1,897.90",-672.2
23-Dec-20,536.1,"-1,326.90",-790.8000000000001
22-Dec-20,"1,153",-661.5,491.5
21-Dec-20,-323.6,486.1,162.5
18-Dec-20,"2,721","-2,424.60",296.4000000000001
17-Dec-20,"2,355.20","-2,494.40",-139.20000000000027
16-Dec-20,"1,981.80","-1,718.40",263.39999999999986
15-Dec-20,"2,484.10","-2,666.80",-182.70000000000027
14-Dec-20,"2,264.40","-1,721.10",543.3000000000002
11-Dec-20,"4,195.40","-2,359",1836.3999999999996
10-Dec-20,"2,260","-2,275.20",-15.199999999999818
09-Dec-20,"3,564.20","-2,493.10",1071.1
08-Dec-20,"2,909.60","-2,640.90",268.6999999999998
07-Dec-20,"3,792.10","-2,767.10",1025.0
04-Dec-20,"2,969.60","-1,971.60",998.0
03-Dec-20,"3,637.40","-1,439.70",2197.7
02-Dec-20,357.4,"-1,636",-1278.6
01-Dec-20,"3,242","-1,043.20",2198.8
27-Nov-20,"7,713","-4,968.90",2744.1000000000004
26-Nov-20,"2,027.30","-3,400.10",-1372.8
25-Nov-20,24.2,"-1,840.30",-1816.1
24-Nov-20,"4,563.20","-2,522.10",2041.1
23-Nov-20,"4,738.40","-2,944",1794.3999999999996
20-Nov-20,"3,860.80","-2,868.70",992.1000000000004
19-Nov-20,"1,180.60","-2,854.90",-1674.3000000000002
18-Nov-20,"3,071.90","-2,789.80",282.0999999999999
17-Nov-20,"4,905.40","-3,829.20",1076.1999999999998
13-Nov-20,"1,935.90","-2,462.40",-526.5
12-Nov-20,"1,514.10","-2,239.40",-725.3000000000002
11-Nov-20,"6,207.20","-3,463.90",2743.2999999999997
10-Nov-20,"5,627.30","-2,309.20",3318.1000000000004
09-Nov-20,"4,548.40","-3,036.30",1512.0999999999995
06-Nov-20,"4,869.90","-2,938.70",1931.1999999999998
05-Nov-20,"5,368.30","-2,208.20",3160.1000000000004
04-Nov-20,146.2,-8.1,138.1
03-Nov-20,"2,274.40","-1,100.90",1173.5
02-Nov-20,740.6,-534,206.60000000000002
30-Oct-20,-870.9,631.1,-239.79999999999995
29-Oct-20,-421,-253.4,-674.4
28-Oct-20,"-1,131",1.5,-1129.5
27-Oct-20,"3,514.90","-1,570.80",1944.1000000000001
26-Oct-20,-119.4,-979.2,-1098.6000000000001
23-Oct-20,906.9,-891.9,15.0
22-Oct-20,"1,118.50","-2,019.90",-901.4000000000001
21-Oct-20,"2,108.50","-1,633.50",475.0
20-Oct-20,"1,585.10","-1,633.20",-48.100000000000136
19-Oct-20,"1,656.80","-1,621.70",35.09999999999991
16-Oct-20,-479.6,-429.8,-909.4000000000001
15-Oct-20,-604.1,-808.3,-1412.4
14-Oct-20,821.9,"-1,276.10",-454.19999999999993
13-Oct-20,832.1,"-1,674.50",-842.4
12-Oct-20,615.2,"-1,028.80",-413.5999999999999
09-Oct-20,-39.4,126.6,87.19999999999999
08-Oct-20,978.4,19.8,998.1999999999999
07-Oct-20,"1,093.80","-1,129.50",-35.700000000000045
06-Oct-20,"1,101.80",-934.8,167.0
05-Oct-20,236.7,-471.6,-234.90000000000003
01-Oct-20,"1,632.20",259.5,1891.7
30-Sep-20,-712.5,409.5,-303.0
29-Sep-20,"-1,456.70",576.5,-880.2
28-Sep-20,-27,542.3,515.3
25-Sep-20,"-2,080.20","2,070.60",-9.599999999999909
24-Sep-20,"-1,885.70",188.6,-1697.1000000000001
23-Sep-20,"-3,912.40","1,629.20",-2283.2
22-Sep-20,"-2,072.80",878.9,-1193.9
21-Sep-20,-539.8,-518,-1057.8
18-Sep-20,205.2,-100.8,104.39999999999999
17-Sep-20,-249.8,"-1,067.80",-1317.6
16-Sep-20,264.7,-212.2,52.5
15-Sep-20,"1,170.90",-895.6,275.30000000000007
14-Sep-20,298.2,-120.4,177.79999999999998
11-Sep-20,"1,175.80",-724.3,451.5
10-Sep-20,838.4,-317.3,521.0999999999999
09-Sep-20,-959.1,-264,-1223.1
08-Sep-20,"-1,056.50",620.3,-436.20000000000005
07-Sep-20,-6.9,-815.8,-822.6999999999999
04-Sep-20,"-1,888.80",-456.9,-2345.7
03-Sep-20,7.7,120.1,127.8
02-Sep-20,990.6,-657.5,333.1
01-Sep-20,486.1,-775.2,-289.1
31-Aug-20,"-3,395.50",680.9,-2714.6
28-Aug-20,"1,004.10",-543.6,460.5
27-Aug-20,"1,164.30",-809.3,355.0
26-Aug-20,"1,581.30","-1,194.60",386.70000000000005
25-Aug-20,"1,481.20",-173,1308.2
24-Aug-20,219.1,-335.6,-116.50000000000003
21-Aug-20,410.2,-250.6,159.6
20-Aug-20,-268.5,-672.2,-940.7
19-Aug-20,459,-97.1,361.9
18-Aug-20,"1,134.60",-379.4,755.1999999999999
17-Aug-20,332.9,-717.6,-384.70000000000005
14-Aug-20,46.4,-797.1,-750.7
13-Aug-20,416.3,-763.5,-347.2
12-Aug-20,351.2,-939.7,-588.5
11-Aug-20,"1,013.70","-1,415.50",-401.79999999999995
10-Aug-20,302.9,-504.9,-202.0
07-Aug-20,397.3,-438.6,-41.30000000000001
06-Aug-20,637.4,-468,169.39999999999998
05-Aug-20,-60.2,-426,-486.2
04-Aug-20,703.7,-665.7,38.0
03-Aug-20,"7,818.50",-135.6,7682.9
31-Jul-20,-958.6,442.7,-515.9000000000001
30-Jul-20,207.3,-387.2,-179.89999999999998
29-Jul-20,-352.6,-505.6,-858.2
28-Jul-20,246,"-1,017.40",-771.4
27-Jul-20,-453.3,-977.9,-1431.2
24-Jul-20,409.9,"-1,003",-593.1
23-Jul-20,"1,740.50",-931.9,808.6
22-Jul-20,"1,665.60","-1,138.80",526.8
21-Jul-20,"2,265.90",-727.4,1538.5
20-Jul-20,"1,710","-1,522",188.0
17-Jul-20,697.1,-209.4,487.70000000000005
16-Jul-20,"-1,091.10","1,659.90",568.8000000000002
15-Jul-20,-221.7,-899.4,-1121.1
14-Jul-20,"-1,565.60",-649.7,-2215.3
13-Jul-20,221.8,"-1,485.60",-1263.8
10-Jul-20,"-1,031",-431.2,-1462.2
09-Jul-20,212.8,-803.4,-590.5999999999999
08-Jul-20,-994.9,-853.4,-1848.3
07-Jul-20,829.9,-784.5,45.39999999999998
06-Jul-20,348.4,263.5,611.9
03-Jul-20,857.3,-332,525.3
02-Jul-20,-556.7,908.6,351.9
01-Jul-20,"-1,696.40","1,377.10",-319.3000000000002
30-Jun-20,"-2,000.10","2,051.30",51.20000000000027
29-Jun-20,"-1,937.10","1,036.10",-901.0
26-Jun-20,-753.2,"1,304.20",551.0
25-Jun-20,"-1,050.60",-255.6,-1306.1999999999998
24-Jun-20,"1,766.90","-1,524.90",242.0
23-Jun-20,169,454.5,623.5
22-Jun-20,424.2,"-1,287.70",-863.5
19-Jun-20,"1,237",-880.7,356.29999999999995
18-Jun-20,366.6,"1,131.30",1497.9
17-Jun-20,-486.6,168,-318.6
16-Jun-20,"-1,478.50","1,161.50",-317.0
15-Jun-20,"-2,960.30","1,076.40",-1883.9
12-Jun-20,"-1,311.50","1,945.20",633.7
11-Jun-20,-805.1,-874.4,-1679.5
10-Jun-20,-919.3,500.7,-418.59999999999997
09-Jun-20,490.8,-733.3,-242.49999999999994
08-Jun-20,813.3,"-1,238.20",-424.9000000000001
05-Jun-20,97.6,47.3,144.89999999999998
04-Jun-20,"2,905",-847.3,2057.7
03-Jun-20,"1,851.10",-781.8,1069.3
02-Jun-20,"7,498.30",441,7939.3
01-Jun-20,"1,575.50",-459.2,1116.3
29-May-20,"1,460.70",967.4,2428.1
28-May-20,"2,354.10",144.8,2498.9
27-May-20,-334.7,"2,408.80",2074.1000000000004
26-May-20,"4,716.10","2,841.10",7557.200000000001
22-May-20,"-1,353.90",-344.2,-1698.1000000000001
21-May-20,-258.7,401.8,143.10000000000002
20-May-20,"-1,466.50","2,373.20",906.6999999999998
19-May-20,"-1,328.30","1,659.70",331.4000000000001
18-May-20,"-2,512.80",-152.4,-2665.2000000000003
15-May-20,"-2,388","1,225.50",-1162.5
14-May-20,"-2,152.50",802.4,-1350.1
13-May-20,-283.4,232.6,-50.79999999999998
12-May-20,"-1,662",-364,-2026.0
11-May-20,534.9,-821.6,-286.70000000000005
08-May-20,"1,724.70","-1,503.10",221.60000000000014
07-May-20,"19,056.50","3,818.40",22874.9
06-May-20,-493.7,322.5,-171.2
05-May-20,-323.9,-58.2,-382.09999999999997
04-May-20,"-1,374","-1,661.60",-3035.6
30-Apr-20,"1,968.80",579,2547.8
29-Apr-20,722.1,786.4,1508.5
28-Apr-20,-122.2,389,266.8
27-Apr-20,-916.4,"1,142",225.60000000000002
24-Apr-20,-207.3,-994,-1201.3
23-Apr-20,-114.6,338.3,223.70000000000002
22-Apr-20,"-1,326.10",863.8,-462.29999999999995
21-Apr-20,"-2,095.20",-68.5,-2163.7
20-Apr-20,-265.9,-788.9,-1054.8
17-Apr-20,"-1,392",534.2,-857.8
16-Apr-20,"-2,920.40","1,321.40",-1599.0
15-Apr-20,"1,359.30","-1,097.90",261.39999999999986
13-Apr-20,"-1,243.70","-1,096.90",-2340.6000000000004
09-Apr-20,"1,737.60",-466,1271.6
08-Apr-20,"1,943.40","-1,757.80",185.60000000000014
07-Apr-20,741.8,422.5,1164.3
03-Apr-20,"-1,961",226.6,-1734.4
01-Apr-20,"-1,116.80",-450.4,-1567.1999999999998
31-Mar-20,"-3,044.90","3,576.20",531.2999999999997
30-Mar-20,"-4,363.60","3,550.30",-813.3000000000002
27-Mar-20,355.8,"1,703.70",2059.5
26-Mar-20,-484.8,-769.9,-1254.7
25-Mar-20,"-1,893.40",738,-1155.4
24-Mar-20,"-2,153.40","1,553.70",-599.7
23-Mar-20,"-2,989.30","1,082.20",-1907.1000000000001
20-Mar-20,"-3,346","2,431.20",-914.8000000000002
19-Mar-20,"-4,622.90","4,367.40",-255.5
18-Mar-20,"-5,085.40","3,636.40",-1448.9999999999995
17-Mar-20,"-4,044.70","3,422.10",-622.5999999999999
16-Mar-20,"-3,809.90","2,614.50",-1195.4
13-Mar-20,"-6,027.60","5,867.90",-159.70000000000073
12-Mar-20,"-3,475.30","3,918.20",442.89999999999964
11-Mar-20,"-3,515.40","2,835.50",-679.9000000000001
09-Mar-20,"-6,595.60","4,974.80",-1620.8000000000002
06-Mar-20,"-3,594.80","2,543.80",-1051.0
05-Mar-20,"-2,476.80","2,510.90",34.09999999999991
04-Mar-20,-878.4,764.1,-114.29999999999995
03-Mar-20,"-2,415.80","3,135.20",719.3999999999996
02-Mar-20,"-1,354.70","1,138.70",-216.0
28-Feb-20,"-1,428.70","7,621.20",6192.5
27-Feb-20,"-3,127.40","3,497.50",370.0999999999999
26-Feb-20,"-3,336.60","2,785.70",-550.9000000000001
25-Feb-20,"-2,315.10","1,565.30",-749.8
24-Feb-20,"-1,160.90",516.2,-644.7
20-Feb-20,"1,495.20",-699.6,795.6
19-Feb-20,-190.7,590.1,399.40000000000003
18-Feb-20,-74.4,-309.4,-383.79999999999995
17-Feb-20,-374.1,-154.2,-528.3
14-Feb-20,-704.9,219.5,-485.4
13-Feb-20,"1,061.40",-960.5,100.90000000000009
12-Feb-20,48.8,339.2,388.0
11-Feb-20,-209.4,344.6,135.20000000000002
10-Feb-20,-184.6,-735.8,-920.4
07-Feb-20,161.9,-178.6,-16.69999999999999
06-Feb-20,-560.4,304,-256.4
05-Feb-20,248.9,262.8,511.70000000000005
04-Feb-20,366.2,601.9,968.0999999999999
03-Feb-20,"-1,200.30","1,286.60",86.29999999999995
