DATE,FII_Net_Purchase_Sales,DII_Net_Purchase_Sales,Total_Net
04-Jun-24,"-12,436.20","-3,319",-15755.2
03-Jun-24,"6,850.80","1,914",8764.8
31-May-24,"1,613.20","2,114.20",3727.3999999999996
30-May-24,"-3,050.20","3,432.90",382.7000000000003
29-May-24,"-5,841.80","5,233.80",-608.0
28-May-24,65.6,"3,231.70",3297.2999999999997
27-May-24,-541.2,922.6,381.4
24-May-24,-944.8,"2,320.30",1375.5000000000002
23-May-24,"4,671",146.5,4817.5
22-May-24,-686,961.9,275.9
21-May-24,"-1,874.50","3,549",1674.5
18-May-24,-93,-152.9,-245.9
17-May-24,"1,616.80","1,556.20",3173.0
16-May-24,-776.5,"2,127.80",1351.3000000000002
15-May-24,"-2,832.80","3,788.40",955.5999999999999
14-May-24,"-4,065.50","3,527.90",-537.5999999999999
13-May-24,"-4,498.90","3,562.80",-936.0999999999995
10-May-24,"-2,117.50","2,709.80",592.3000000000002
09-May-24,"-6,994.90","5,642.50",-1352.3999999999996
08-May-24,"-6,669.10","5,928.80",-740.3000000000002
07-May-24,"-3,668.80","2,304.50",-1364.3000000000002
06-May-24,"-2,168.80",781.4,-1387.4
03-May-24,"-2,392",690.5,-1701.5
02-May-24,-964.5,"1,352.40",387.9000000000001
30-Apr-24,"1,071.90","1,429.10",2501.0
29-Apr-24,169.1,692,861.1
26-Apr-24,"-3,408.90","4,356.80",947.9000000000001
25-Apr-24,"-2,823.30","6,167.60",3344.3
24-Apr-24,"-2,511.70","3,809.90",1298.2000000000003
23-Apr-24,"-3,044.50","2,918.90",-125.59999999999991
22-Apr-24,"-2,915.20","3,542.90",627.7000000000003
19-Apr-24,129.4,-52.5,76.9
18-Apr-24,"-4,260.30","2,285.50",-1974.8000000000002
16-Apr-24,"-4,468.10","2,040.40",-2427.7000000000003
15-Apr-24,"-3,268","4,762.90",1494.8999999999996
12-Apr-24,"-8,027","6,341.50",-1685.5
10-Apr-24,"2,778.20",163.4,2941.6
09-Apr-24,-593.2,"2,257.20",1663.9999999999998
08-Apr-24,-684.7,"3,470.50",2785.8
05-Apr-24,"1,659.30","-3,370.40",-1711.1000000000001
04-Apr-24,"-1,136.50",-893.1,-2029.6
03-Apr-24,"-2,213.60","1,102.40",-1111.1999999999998
02-Apr-24,"-1,622.70","1,952.70",330.0
01-Apr-24,-522.3,"1,208.40",686.1000000000001
28-Mar-24,188.3,"2,691.50",2879.8
27-Mar-24,"2,170.30","1,197.60",3367.9
26-Mar-24,10.1,"5,024.40",5034.5
22-Mar-24,"-3,309.80","3,764.90",455.0999999999999
21-Mar-24,"-1,827","3,208.90",1381.9
20-Mar-24,"-2,599.20","2,667.50",68.30000000000018
19-Mar-24,"1,421.50","7,449.50",8871.0
18-Mar-24,"-2,051.10","2,260.90",209.80000000000018
15-Mar-24,848.6,-682.3,166.30000000000007
14-Mar-24,"-1,356.30",139.5,-1216.8
13-Mar-24,"-4,595.10","9,093.70",4498.6
12-Mar-24,73.1,"2,358.20",2431.2999999999997
11-Mar-24,"4,212.80","3,238.40",7451.200000000001
07-Mar-24,"7,304.10","2,601.80",9905.900000000001
06-Mar-24,"2,766.80","2,149.90",4916.700000000001
05-Mar-24,574.3,"1,834.60",2408.8999999999996
04-Mar-24,-564.1,"3,542.90",2978.8
02-Mar-24,-81.9,-44.7,-126.60000000000001
01-Mar-24,128.9,"3,814.50",3943.4
29-Feb-24,"3,568.10",-230.2,3337.9
28-Feb-24,"-1,879.20","1,827.40",-51.799999999999955
27-Feb-24,"-1,509.20","2,861.60",1352.3999999999999
26-Feb-24,-285.2,-5.3,-290.5
23-Feb-24,"1,276.10",176.7,1452.8
22-Feb-24,"-1,410","1,823.70",413.70000000000005
21-Feb-24,284.7,-411.6,-126.90000000000003
20-Feb-24,"-1,335.50","1,491.30",155.79999999999995
19-Feb-24,-754.6,452.7,-301.90000000000003
16-Feb-24,253.3,"1,571",1824.3
15-Feb-24,"-3,064.20","2,276.90",-787.2999999999997
14-Feb-24,"-3,929.60","2,898",-1031.6
13-Feb-24,376.3,273.9,650.2
12-Feb-24,126.6,"1,711.80",1838.3999999999999
09-Feb-24,142,-421.9,-279.9
08-Feb-24,"-4,933.80","5,512.30",578.5
07-Feb-24,"-1,691",327.7,-1363.3
06-Feb-24,92.5,"1,096.30",1188.8
05-Feb-24,518.9,"-1,188.70",-669.8000000000001
02-Feb-24,70.7,"2,463.20",2533.8999999999996
01-Feb-24,"-1,879.60",872.5,-1007.0999999999999
31-Jan-24,"1,660.70","2,542.90",4203.6
30-Jan-24,"-1,970.50","1,002.70",-967.8
29-Jan-24,110,"3,221.30",3331.3
25-Jan-24,"-2,144.10","3,474.90",1330.8000000000002
24-Jan-24,"-6,934.90","6,012.70",-922.1999999999998
23-Jan-24,"-3,115.40",214.4,-2901.0
20-Jan-24,-545.6,-719.3,-1264.9
19-Jan-24,"-3,689.70","2,638.50",-1051.1999999999998
18-Jan-24,"-9,901.60","5,977.10",-3924.5
17-Jan-24,"-10,578.10","4,006.40",-6571.700000000001
16-Jan-24,656.6,-369.3,287.3
15-Jan-24,"1,085.70",-820.7,265.0
12-Jan-24,-340,"2,911.20",2571.2
11-Jan-24,-865,"1,607.10",742.0999999999999
10-Jan-24,"-1,721.40","2,080",358.5999999999999
09-Jan-24,-990.9,104.2,-886.6999999999999
08-Jan-24,16,156,172.0
05-Jan-24,"1,696.90","-3,497.60",-1800.6999999999998
04-Jan-24,"1,513.40","-1,387.40",126.0
03-Jan-24,-666.3,-863,-1529.3
02-Jan-24,"1,602.20","-1,959",-356.79999999999995
01-Jan-24,-855.8,410.5,-445.29999999999995
29-Dec-23,"1,459.10",554.4,2013.5
28-Dec-23,"4,359",136.6,4495.6
27-Dec-23,"2,926",-192,2734.0
26-Dec-23,-95.2,167,71.8
22-Dec-23,"-2,828.90","2,166.70",-662.2000000000003
21-Dec-23,"-1,636.20","1,464.70",-171.5
20-Dec-23,"-1,322.10","4,754.30",3432.2000000000003
19-Dec-23,-601.5,294.4,-307.1
18-Dec-23,-33.5,413.9,380.4
15-Dec-23,"9,239.40","-3,077.40",6162.0
14-Dec-23,"3,570.10",553.2,4123.3
13-Dec-23,"4,710.90",-958.5,3752.3999999999996
12-Dec-23,76.9,"1,923.30",2000.2
11-Dec-23,"1,261.10","-1,032.90",228.19999999999982
08-Dec-23,"3,632.30",-434,3198.3
07-Dec-23,"-1,564",-9.7,-1573.7
06-Dec-23,-79.9,"1,372.20",1292.3
05-Dec-23,"5,223.50","-1,399.20",3824.3
04-Dec-23,"2,073.20","4,797.20",6870.4
01-Dec-23,"1,589.60","1,448.10",3037.7
30-Nov-23,"8,147.80",-780.3,7367.5
29-Nov-23,71.9,"2,360.80",2432.7000000000003
28-Nov-23,783.8,"1,325",2108.8
24-Nov-23,"2,625.20",134.5,2759.7
23-Nov-23,255.5,457.4,712.9
22-Nov-23,-306.6,721.2,414.6
21-Nov-23,-455.6,721.5,265.9
20-Nov-23,-645.7,77.8,-567.9000000000001
17-Nov-23,-477.8,-565.5,-1043.3
16-Nov-23,957.2,705.6,1662.8000000000002
15-Nov-23,550.2,609.8,1160.0
13-Nov-23,"-1,244.40",830.4,-414.0000000000001
12-Nov-23,-190.1,95.3,-94.8
10-Nov-23,-261.8,822.6,560.8
09-Nov-23,"-1,712.30","1,512.10",-200.20000000000005
08-Nov-23,-84.6,524.5,439.9
07-Nov-23,-497.2,700.3,203.09999999999997
06-Nov-23,-549.4,595.7,46.30000000000007
03-Nov-23,-12.4,402.7,390.3
02-Nov-23,"-1,261.20","1,380.20",119.0
01-Nov-23,"-1,816.90","1,622",-194.9000000000001
31-Oct-23,-696,340.2,-355.8
30-Oct-23,"-1,761.90","1,328.50",-433.4000000000001
27-Oct-23,"-1,500.10",313.7,-1186.3999999999999
26-Oct-23,"-7,702.50","6,558.40",-1144.1000000000004
25-Oct-23,"-4,236.60","3,569.40",-667.2000000000003
23-Oct-23,252.2,"1,111.80",1364.0
20-Oct-23,456.2,8.5,464.7
19-Oct-23,"-1,093.50",736.2,-357.29999999999995
18-Oct-23,"-1,831.80","1,469.50",-362.29999999999995
17-Oct-23,263.7,112.6,376.29999999999995
16-Oct-23,-593.7,"1,184.20",590.5
13-Oct-23,317,-102.9,214.1
12-Oct-23,"-1,862.60","1,532.10",-330.5
11-Oct-23,-421.8,"1,032",610.2
10-Oct-23,"-1,005.50","1,963.30",957.8
09-Oct-23,-997.8,"2,661.30",1663.5000000000002
06-Oct-23,-90.3,783.2,692.9000000000001
05-Oct-23,"-1,864.20",521.4,-1342.8000000000002
04-Oct-23,"-4,424","1,769.50",-2654.5
03-Oct-23,"-2,034.10","1,361",-673.0999999999999
29-Sep-23,"-1,685.70","2,751.50",1065.8
28-Sep-23,"-3,364.20","2,711.50",-652.6999999999998
27-Sep-23,-354.4,386.3,31.900000000000034
26-Sep-23,-693.5,714.8,21.299999999999955
25-Sep-23,"-2,333","1,579.30",-753.7
22-Sep-23,"-1,326.70",801.3,-525.4000000000001
21-Sep-23,"-3,007.40","1,158.10",-1849.3000000000002
20-Sep-23,"-3,110.70",-573,-3683.7
18-Sep-23,"-1,236.50",552.6,-683.9
15-Sep-23,164.4,"1,938.60",2103.0
14-Sep-23,294.7,-50.8,243.89999999999998
13-Sep-23,"-1,631.60",849.9,-781.6999999999999
12-Sep-23,"-1,047.20",259.5,-787.7
11-Sep-23,"1,473.10",366.2,1839.3
08-Sep-23,-224.2,"1,150.20",926.0
07-Sep-23,-758.6,28.1,-730.5
06-Sep-23,"-3,245.90",-247.5,-3493.4
05-Sep-23,"-1,725.10","1,077.90",-647.1999999999998
04-Sep-23,"-3,367.70","2,563.50",-804.1999999999998
01-Sep-23,487.9,"2,294.90",2782.8
31-Aug-23,"-2,973.10","4,382.80",1409.7000000000003
30-Aug-23,-494.7,"1,323.20",828.5
29-Aug-23,61.5,305.1,366.6
28-Aug-23,"-1,393.20","1,264",-129.20000000000005
25-Aug-23,"-4,638.20","1,414.40",-3223.7999999999997
24-Aug-23,"1,524.90","5,796.60",7321.5
23-Aug-23,614.3,125,739.3
22-Aug-23,-495.2,533.8,38.599999999999966
21-Aug-23,"-1,901.10",626.2,-1274.8999999999999
18-Aug-23,-267,339.2,72.19999999999999
17-Aug-23,"-1,510.90",-314,-1824.9
16-Aug-23,722.8,"2,406.20",3129.0
14-Aug-23,"-2,324.20","1,460.90",-863.2999999999997
11-Aug-23,"-3,073.30",500.4,-2572.9
10-Aug-23,331.2,703.7,1034.9
09-Aug-23,644.1,-597.9,46.200000000000045
08-Aug-23,-711.3,537.3,-174.0
07-Aug-23,"-1,892.80","1,080.80",-812.0
04-Aug-23,-556.3,366.6,-189.69999999999993
03-Aug-23,-317.5,"1,729.20",1411.7
02-Aug-23,"-1,877.80",-2.2,-1880.0
01-Aug-23,-92.8,"1,035.70",942.9000000000001
31-Jul-23,-701.2,"2,488.10",1786.8999999999999
28-Jul-23,"-1,023.90","1,634.40",610.5000000000001
27-Jul-23,"-3,979.40","2,528.20",-1451.2000000000003
26-Jul-23,922.8,470.1,1392.9
25-Jul-23,"1,088.80",-333.7,755.0999999999999
24-Jul-23,-83,934.9,851.9
21-Jul-23,"-1,998.80","1,290.70",-708.0999999999999
20-Jul-23,"3,370.90",-193,3177.9
19-Jul-23,"1,165.50","-2,134.50",-969.0
18-Jul-23,"2,115.80","-1,317.60",798.2000000000003
17-Jul-23,73,64.3,137.3
14-Jul-23,"2,636.40",-772.4,1864.0
13-Jul-23,"2,237.90","-1,196.70",1041.2
12-Jul-23,"-1,242.40",436.7,-805.7
11-Jul-23,"1,197.40",-7.2,1190.2
10-Jul-23,588.5,288.4,876.9
07-Jul-23,790.4,"-2,964.20",-2173.7999999999997
06-Jul-23,"2,641","-2,351.70",289.3000000000002
05-Jul-23,"1,603.20",-439,1164.2
04-Jul-23,"2,134.30",-785.5,1348.8000000000002
03-Jul-23,"1,995.90",-337.8,1658.1000000000001
30-Jun-23,"6,397.10","1,197.60",7594.700000000001
28-Jun-23,"12,350","-1,021",11329.0
27-Jun-23,"2,024","-1,991.40",32.59999999999991
26-Jun-23,-409.4,250.1,-159.29999999999998
23-Jun-23,-344.8,-684,-1028.8
22-Jun-23,-693.3,219.4,-473.9
21-Jun-23,"4,013.10",550.4,4563.5
20-Jun-23,"-1,942.60","1,972.50",29.90000000000009
19-Jun-23,"-1,030.90",-365.2,-1396.1000000000001
16-Jun-23,794.8,681.3,1476.1
15-Jun-23,"3,085.50",-297.9,2787.6
14-Jun-23,"1,714.70",-654.8,1059.9
13-Jun-23,"1,677.60",-203.3,1474.3
12-Jun-23,-626.6,"1,793.80",1167.1999999999998
09-Jun-23,-309,"1,245.50",936.5
08-Jun-23,212.4,-405,-192.6
07-Jun-23,"1,382.60",392.3,1774.8999999999999
06-Jun-23,385.7,-489,-103.30000000000001
05-Jun-23,-701,"1,196",495.0
02-Jun-23,-658.9,581.8,-77.10000000000002
01-Jun-23,-71.1,488.9,417.79999999999995
31-May-23,"3,405.90","-2,528.50",877.4000000000001
30-May-23,"2,085.60",-438.9,1646.6999999999998
29-May-23,"1,758.20",853.6,2611.8
26-May-23,350.2,"1,841",2191.2
25-May-23,589.1,338.4,927.5
24-May-23,"1,185.80",300.9,1486.6999999999998
23-May-23,182.5,397.3,579.8
22-May-23,922.9,604.6,1527.5
19-May-23,-113.5,"1,071.40",957.9000000000001
18-May-23,970.2,-850,120.20000000000005
17-May-23,149.3,-203.9,-54.599999999999994
16-May-23,"1,406.90",-886.2,520.7
15-May-23,"1,685.30",191.2,1876.5
12-May-23,"1,014.10",-922.2,91.89999999999998
11-May-23,837.2,-200.1,637.1
10-May-23,"1,833.10",-789.7,1043.3999999999999
09-May-23,"1,942.20",404.7,2346.9
08-May-23,"2,123.80",245.3,2369.1000000000004
05-May-23,777.7,"-2,198.80",-1421.1000000000001
04-May-23,"1,414.70",441.6,1856.3000000000002
03-May-23,"1,338",-584,754.0
02-May-23,"1,997.40",-394,1603.4
28-Apr-23,"3,304.30",264.3,3568.6000000000004
27-Apr-23,"1,653",97.1,1750.1
26-Apr-23,"1,257.50",-227.9,1029.6
25-Apr-23,-407.4,563.6,156.20000000000005
24-Apr-23,-412.3,"1,177.20",764.9000000000001
21-Apr-23,"-2,116.80","1,632.70",-484.10000000000014
20-Apr-23,"-1,169.30",832.7,-336.5999999999999
19-Apr-23,-13.2,-110.4,-123.60000000000001
18-Apr-23,-810.6,401.7,-408.90000000000003
17-Apr-23,-533.2,269.6,-263.6
13-Apr-23,221.8,-273.7,-51.89999999999998
12-Apr-23,"1,908",-225.2,1682.8
11-Apr-23,342.8,-264,78.80000000000001
10-Apr-23,882.5,351.5,1234.0
06-Apr-23,475.8,-997.1,-521.3
05-Apr-23,806.8,-947.2,-140.4000000000001
03-Apr-23,321.9,-328.2,-6.300000000000011
31-Mar-23,357.9,"2,480",2837.9
29-Mar-23,"1,245.40",823,2068.4
28-Mar-23,"1,531.10",-156.1,1375.0
27-Mar-23,-890.6,"1,808.90",918.3000000000001
24-Mar-23,"-1,720.40","2,555.50",835.0999999999999
23-Mar-23,-995,"1,668.80",673.8
22-Mar-23,61.7,383.5,445.2
21-Mar-23,"-1,454.60","1,946.10",491.5
20-Mar-23,"-2,545.90","2,876.60",330.6999999999998
17-Mar-23,"-1,766.50","1,817.10",50.59999999999991
16-Mar-23,-282.1,"2,051.40",1769.3000000000002
15-Mar-23,"-1,271.20","1,823.90",552.7
14-Mar-23,"-3,087","2,121.90",-965.0999999999999
13-Mar-23,"-1,546.90","1,418.60",-128.30000000000018
10-Mar-23,"-2,061.50","1,350.10",-711.4000000000001
09-Mar-23,-561.8,42.4,-519.4
08-Mar-23,"3,671.60",-937.8,2733.8
06-Mar-23,721.4,757.2,1478.6
03-Mar-23,246.2,"2,089.90",2336.1
02-Mar-23,"12,770.80","2,128.80",14899.599999999999
01-Mar-23,-424.9,"1,498.70",1073.8000000000002
28-Feb-23,"-4,559.20","4,609.90",50.69999999999982
27-Feb-23,"-2,022.50","2,231.70",209.19999999999982
24-Feb-23,"-1,470.30","1,401",-69.29999999999995
23-Feb-23,"-1,417.20","1,586.10",168.89999999999986
22-Feb-23,-579.8,371.6,-208.19999999999993
21-Feb-23,525.8,-235.2,290.59999999999997
20-Feb-23,-159,86.2,-72.8
17-Feb-23,-624.6,-85.3,-709.9
16-Feb-23,"1,570.60","1,577.30",3147.8999999999996
15-Feb-23,432.2,516.6,948.8
14-Feb-23,"1,305.30",204.8,1510.1
13-Feb-23,"1,322.40",521.7,1844.1000000000001
10-Feb-23,"1,458",-291.3,1166.7
09-Feb-23,-144.7,-205.2,-349.9
08-Feb-23,-736.8,941.2,204.4000000000001
07-Feb-23,"-2,560",639.8,-1920.2
06-Feb-23,"-1,218.10","1,203.10",-15.0
03-Feb-23,-932.4,"1,264.70",332.30000000000007
02-Feb-23,"-3,065.40","2,371.40",-694.0
01-Feb-23,"1,785.20",529.5,2314.7
31-Jan-23,"-5,439.60","4,506.30",-933.3000000000002
30-Jan-23,"-6,792.80","5,512.60",-1280.1999999999998
27-Jan-23,"-5,977.90","4,252.30",-1725.5999999999995
25-Jan-23,"-2,393.90","1,378.50",-1015.4000000000001
24-Jan-23,-760.5,"1,144.80",384.29999999999995
23-Jan-23,-219.9,435,215.1
20-Jan-23,"-2,002.20","1,510",-492.20000000000005
19-Jan-23,400,-129,271.0
18-Jan-23,-319.2,"1,226",906.8
17-Jan-23,211.1,90.8,301.9
16-Jan-23,-750.6,686,-64.60000000000002
13-Jan-23,"-2,422.40","1,953.40",-469.0
12-Jan-23,"-1,662.60","2,127.60",465.0
11-Jan-23,"-3,208.20","2,430.60",-777.5999999999999
10-Jan-23,"-2,109.30","1,806.60",-302.7000000000003
09-Jan-23,-203.1,"1,723.80",1520.7
06-Jan-23,"-2,902.50","1,083.20",-1819.3
05-Jan-23,"-1,449.40",-194.1,-1643.5
04-Jan-23,"-2,620.90",773.6,-1847.3000000000002
03-Jan-23,-628.1,350.6,-277.5
02-Jan-23,-212.6,743.4,530.8
30-Dec-22,"-2,950.90","2,266.20",-684.7000000000003
29-Dec-22,-572.8,515.8,-57.0
28-Dec-22,-872.6,372.9,-499.70000000000005
27-Dec-22,-867.6,621.8,-245.80000000000007
26-Dec-22,-497.6,"1,285.70",788.1
23-Dec-22,-706.8,"3,399",2692.2
22-Dec-22,928.6,"2,206.60",3135.2
21-Dec-22,"-1,119.10","1,757.40",638.3000000000002
20-Dec-22,455.9,494.7,950.5999999999999
19-Dec-22,-538.1,687.4,149.29999999999995
16-Dec-22,"-1,975.40","1,542.50",-432.9000000000001
15-Dec-22,-710.7,260.9,-449.80000000000007
14-Dec-22,372.2,926.4,1298.6
13-Dec-22,619.9,36.8,656.6999999999999
12-Dec-22,-138.8,695.6,556.8
09-Dec-22,-158,501.6,343.6
08-Dec-22,"-1,131.70",772.3,-359.4000000000001
07-Dec-22,"-1,241.90",388.8,-853.1000000000001
06-Dec-22,-635.4,-558.7,-1194.1
05-Dec-22,"-1,139.10","2,608",1468.9
02-Dec-22,214.8,712.3,927.0999999999999
01-Dec-22,"-1,565.90","2,665",1099.1
30-Nov-22,"9,010.40","-4,056.40",4954.0
29-Nov-22,"1,241.60",-744.4,497.19999999999993
28-Nov-22,935.9,87.9,1023.8
25-Nov-22,369.1,-295.9,73.20000000000005
24-Nov-22,"1,232",-235.7,996.3
23-Nov-22,-789.9,413.8,-376.09999999999997
22-Nov-22,-697.8,636.4,-61.39999999999998
21-Nov-22,"-1,593.80","1,262.90",-330.89999999999986
18-Nov-22,-751.2,890.4,139.19999999999993
17-Nov-22,618.4,449.2,1067.6
16-Nov-22,-386.1,"1,437.40",1051.3000000000002
15-Nov-22,-221.3,-549.3,-770.5999999999999
14-Nov-22,"1,089.40",47.2,1136.6000000000001
11-Nov-22,"3,958.20",615.5,4573.7
10-Nov-22,36.1,-967.1,-931.0
09-Nov-22,386.8,"-1,060.10",-673.3
07-Nov-22,"1,948.50",-844.2,1104.3
04-Nov-22,"1,436.20",-548.6,887.6
03-Nov-22,677.6,-732.1,-54.5
02-Nov-22,"1,436.30","-1,378.10",58.200000000000045
01-Nov-22,"2,609.90",-730.1,1879.8000000000002
31-Oct-22,"4,178.60","-1,107.10",3071.5000000000005
28-Oct-22,"1,568.80",-613.4,955.4
27-Oct-22,"2,818.40","-1,580.10",1238.3000000000002
25-Oct-22,-247,872.9,625.9
24-Oct-22,-153.9,80.1,-73.80000000000001
21-Oct-22,438.9,-119.1,319.79999999999995
20-Oct-22,"1,864.80",-886.8,978.0
19-Oct-22,-453.9,908.4,454.5
18-Oct-22,-153.4,"2,084.70",1931.2999999999997
17-Oct-22,-372,"1,582.20",1210.2
14-Oct-22,"-1,011.20","1,624.10",612.8999999999999
13-Oct-22,"-1,636.40",753.3,-883.1000000000001
12-Oct-22,-542.4,85.3,-457.09999999999997
11-Oct-22,"-4,612.70","2,430.80",-2181.8999999999996
10-Oct-22,"-2,139","2,137.50",-1.5
07-Oct-22,"-2,250.80",545.2,-1705.6000000000001
06-Oct-22,279,-43.9,235.1
04-Oct-22,"1,344.60",945.9,2290.5
03-Oct-22,590.6,-423.2,167.40000000000003
30-Sep-22,"-1,565.30","3,245.40",1680.1000000000001
29-Sep-22,"-3,599.40","3,161.70",-437.7000000000003
28-Sep-22,"-2,772.50","2,544.20",-228.30000000000018
27-Sep-22,"-2,824","3,504.80",680.8000000000002
26-Sep-22,"-5,101.30","3,532.20",-1569.1000000000004
23-Sep-22,"-2,899.70",299.1,-2600.6
22-Sep-22,"-2,509.60",263.1,-2246.5
21-Sep-22,-461,538.5,77.5
20-Sep-22,"1,196.20",131.9,1328.1000000000001
19-Sep-22,312.3,-94.7,217.60000000000002
16-Sep-22,"-3,260",-36.6,-3296.6
15-Sep-22,"-1,270.70",-928.9,-2199.6
14-Sep-22,"-1,397.50",187.6,-1209.9
13-Sep-22,"1,957","-1,268.40",688.5999999999999
12-Sep-22,"2,049.60",-890.5,1159.1
09-Sep-22,"2,132.40","-1,167.60",964.8000000000002
08-Sep-22,"2,913.10",-212.6,2700.5
07-Sep-22,758.4,-138.7,619.7
06-Sep-22,"1,144.50",633,1777.5
05-Sep-22,-811.8,533.8,-278.0
02-Sep-22,-8.8,-668.7,-677.5
01-Sep-22,"-2,290.30",951.1,-1339.2000000000003
30-Aug-22,"4,165.90",-656.7,3509.2
29-Aug-22,-561.2,144.1,-417.1
26-Aug-22,-51.1,453.6,402.5
25-Aug-22,369.1,-334.3,34.80000000000001
24-Aug-22,23.2,-322.3,-299.1
23-Aug-22,563,-215.2,347.8
22-Aug-22,-453.8,-85.1,-538.9
19-Aug-22,"1,110.90","-1,633.20",-522.3
18-Aug-22,"-1,706",470.8,-1235.2
17-Aug-22,"2,347.20",-510.2,1836.9999999999998
16-Aug-22,"1,376.80",-136.2,1240.6
12-Aug-22,"3,040.50",-839.4,2201.1
11-Aug-22,"2,298.10",-729.6,1568.5
10-Aug-22,"1,061.90",-768.4,293.5000000000001
08-Aug-22,"1,449.70",-140.7,1309.0
05-Aug-22,"1,605.80",-495.9,1109.9
04-Aug-22,"1,474.80",-46.8,1428.0
03-Aug-22,765.2,-518.4,246.80000000000007
02-Aug-22,825.2,117.8,943.0
01-Aug-22,"2,320.60",-822.2,1498.3999999999999
29-Jul-22,"1,046.30",-0.9,1045.3999999999999
28-Jul-22,"1,637.70",600.3,2238.0
27-Jul-22,-436.8,712,275.2
26-Jul-22,"-1,548.30",999.4,-548.9
25-Jul-22,-844.8,-72.3,-917.0999999999999
22-Jul-22,-675.4,739.4,64.0
21-Jul-22,"1,799.30",-312.3,1487.0
20-Jul-22,"1,780.90",-230.2,1550.7
19-Jul-22,976.4,-100.7,875.6999999999999
18-Jul-22,156.1,844.3,1000.4
15-Jul-22,"-1,649.40","1,059.50",-589.9000000000001
14-Jul-22,309.1,-556.4,-247.29999999999995
13-Jul-22,"-2,839.50","1,799.20",-1040.3
12-Jul-22,"-1,565.70",140.7,-1425.0
11-Jul-22,-170.5,-297,-467.5
08-Jul-22,-109.3,34.6,-74.69999999999999
07-Jul-22,-925.2,980.6,55.39999999999998
06-Jul-22,-330.1,"1,464.30",1134.1999999999998
05-Jul-22,"1,295.80",-257.6,1038.1999999999998
04-Jul-22,"-2,149.60","1,688.40",-461.1999999999998
01-Jul-22,"-2,324.70","1,310.70",-1013.9999999999998
30-Jun-22,"-1,138","1,378.20",240.20000000000005
29-Jun-22,-851.1,847.5,-3.6000000000000227
28-Jun-22,"-1,244.40","1,205.60",-38.80000000000018
27-Jun-22,"-1,278.40","1,184.50",-93.90000000000009
24-Jun-22,"-2,353.80","2,213.40",-140.4000000000001
23-Jun-22,"-2,319.10","2,438.30",119.20000000000027
22-Jun-22,"-2,920.60","1,859.10",-1061.5
21-Jun-22,"-2,701.20","3,066.40",365.2000000000003
20-Jun-22,"-1,217.10","2,093.40",876.3000000000002
17-Jun-22,"-7,818.60","6,086.90",-1731.7000000000007
16-Jun-22,"-3,257.60","1,929.10",-1328.5
15-Jun-22,"-3,531.20","2,588",-943.1999999999998
14-Jun-22,"-4,502.20","3,807.60",-694.5999999999999
13-Jun-22,"-4,164","2,814.50",-1349.5
10-Jun-22,"-3,974","2,831.10",-1142.9
09-Jun-22,"-1,512.60","1,624.90",112.30000000000018
08-Jun-22,"-2,484.20","1,904.30",-579.8999999999999
07-Jun-22,"-2,294","1,311.10",-982.9000000000001
06-Jun-22,"-2,397.60","1,940",-457.5999999999999
03-Jun-22,"-3,770.50","2,360.50",-1410.0
02-Jun-22,-451.8,130.6,-321.20000000000005
01-Jun-22,"-1,930.20",984.1,-946.1
31-May-22,"-1,003.60","1,845.20",841.6
30-May-22,502.1,"1,524.50",2026.6
27-May-22,"-1,943.10","2,727.50",784.4000000000001
26-May-22,"-1,597.80","2,906.50",1308.7
25-May-22,"-1,803.10","2,229.80",426.7000000000003
24-May-22,"-2,393.40","1,948.50",-444.9000000000001
23-May-22,"-1,951.20","1,445.40",-505.79999999999995
20-May-22,"-1,265.40","2,149",883.5999999999999
19-May-22,"-4,899.90","3,225.50",-1674.3999999999996
18-May-22,"-1,254.60",375.6,-878.9999999999999
17-May-22,"-2,192.40","2,294.40",102.0
16-May-22,"-1,788.90","1,428.40",-360.5
13-May-22,"-3,780.10","3,169.60",-610.5
12-May-22,"-5,255.80","4,815.60",-440.1999999999998
11-May-22,"-3,609.40","4,181.20",571.7999999999997
10-May-22,"-3,960.60","2,958.40",-1002.1999999999998
09-May-22,"-3,361.80","3,077.20",-284.60000000000036
06-May-22,"-5,517.10","3,014.80",-2502.3
05-May-22,"-2,074.70","2,229.30",154.60000000000036
04-May-22,"-3,288.20","1,338",-1950.1999999999998
02-May-22,"-1,853.50","1,951.10",97.59999999999991
29-Apr-22,"-3,648.30","3,490.30",-158.0
28-Apr-22,743.2,780.9,1524.1
27-Apr-22,"-4,064.50","1,917.50",-2147.0
26-Apr-22,"-1,174","1,643.80",469.79999999999995
25-Apr-22,"-3,302.80","1,870.40",-1432.4
22-Apr-22,"-2,461.70","1,602.40",-859.2999999999997
21-Apr-22,-713.7,"2,823.40",2109.7
20-Apr-22,"-3,009.30","2,645.80",-363.5
19-Apr-22,"-5,871.70","3,980.80",-1890.8999999999996
18-Apr-22,"-6,387.40","3,342",-3045.3999999999996
13-Apr-22,"-2,061","1,410.80",-650.2
12-Apr-22,"-3,128.40",870,-2258.4
11-Apr-22,"-1,145.20",486.5,-658.7
08-Apr-22,-575,-16.5,-591.5
07-Apr-22,"-5,009.60","1,774.70",-3234.9000000000005
06-Apr-22,"-2,280",622.9,-1657.1
05-Apr-22,374.9,105.4,480.29999999999995
04-Apr-22,"1,152.20","1,675",2827.2
